International Journal of Game - Based Learning,IGI Global,Hershey,2155-6849,2155-6857,,Scholarly Journals,English,Education,2029120,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029120
International Journal of Game Theory,Springer Nature B.V.,Heidelberg,0020-7276,1432-1270,,Scholarly Journals,English,Mathematics,34034,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=34034
International Journal of General Systems,Taylor & Francis LLC,Abingdon,0308-1079,1563-5104,,Scholarly Journals,English,Computers--Computer Systems,53024,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=53024
International Journal of Geographical Information Science,Taylor & Francis LLC,Abingdon,1365-8816,1365-8824,,Scholarly Journals,English,Computers--Computer Systems|Geography,53147,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=53147
International Journal of Healthcare Information Systems and Informatics,IGI Global,Hershey,1555-3396,1555-340X,,Scholarly Journals,English,Computers--Computer Systems|Health Facilities And Administration,39693,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=39693
International Journal of Healthcare Technology & Management,"Inderscience Enterprises, Ltd.",Milton Keynes,1368-2156,1741-5144,,Scholarly Journals,English,Health Facilities And Administration|Medical Sciences--Computer Applications,26595,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26595
The International Journal of High Performance Computing Applications,"SAGE PUBLICATIONS, INC.",London,1094-3420,1741-2846,,Scholarly Journals,English,Computers,17440,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=17440
International Journal of Human - Computer Interaction,"Lawrence Erlbaum Associates, Inc.",Norwood,1044-7318,1044-7318,,Scholarly Journals,English,Sociology--Computer Applications,32556,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32556
International Journal of Hybrid Intelligent Systems,IOS Press BV,Amsterdam,1448-5869,1875-8819,,Scholarly Journals,English,Computers--Artificial Intelligence,2046389,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2046389
International Journal of IT Standards & Standardization Research,IGI Global,Hershey,1539-3062,1539-3054,,Scholarly Journals,English,Computers--Electronic Data Processing,26418,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=26418
International Journal of Image and Data Fusion,Taylor & Francis Ltd.,Singapore,1947-9832,1947-9824,,Scholarly Journals,English,Geography--Computer Applications,436403,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=436403
"International Journal of Image, Graphics and Signal Processing",Modern Education and Computer Science Press,Hong Kong,2074-9074,2074-9082,,Scholarly Journals,English,Computers,2026669,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2026669
International Journal of Information Dissemination and Technology,Maharishi Markandehwar University,Ambala,2229-5984,2249-5576,,Scholarly Journals,English,Computers|Library And Information Sciences,1036413,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1036413
International Journal of Information Engineering and Electronic Business,Modern Education and Computer Science Press,Hong Kong,2074-9023,2074-9031,,Scholarly Journals,English,Computers--Computer Engineering,2026670,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2026670
International Journal of Information Resource Management,Emerald Group Publishing Limited,Bradford,0956-4225,,,Scholarly Journals,English,Computers--Information Science And Information Theory,30066,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30066
International Journal of Information Retrieval Research,IGI Global,Hershey,2155-6377,2155-6385,,Scholarly Journals,English,Library And Information Sciences,2029129,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029129
International Journal of Information Security,Springer Nature B.V.,Heidelberg,1615-5262,1615-5270,,Scholarly Journals,English,Computers--Computer Security,43999,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43999
International Journal of Information Security and Privacy,IGI Global,Hershey,1930-1650,1930-1669,,Scholarly Journals,English,Computers--Computer Security,39695,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=39695
International Journal of Information Systems and Change Management,Inderscience Enterprises Ltd.,Geneva,1479-3121,1479-313X,,Scholarly Journals,English,Computers--Information Science And Information Theory,2047639,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2047639
International Journal of Information Technology Education,Senate Hall Academic Publishing,Dublin,1649-5179,,,Scholarly Journals,English,Computers--Electronic Data Processing,38545,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38545
International Journal of Information Technology and Web Engineering,IGI Global,Hershey,1554-1045,1554-1053,,Scholarly Journals,English,Computers--Internet,39697,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=39697
International Journal of Information and Communication Technology Education,IGI Global,Hershey,1550-1876,1550-1337,,Scholarly Journals,English,Communications|Computers--Information Science And Information Theory|Education,28332,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=28332
International Journal of Information and Computer Security,Inderscience Enterprises Ltd.,Geneva,1744-1765,1744-1773,,Scholarly Journals,English,Computers--Computer Security,2047659,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2047659
The International Journal of Information and Learning Technology,Emerald Group Publishing Limited,Bingley,2056-4880,2056-4899,,Scholarly Journals,English,Computers--Computer Networks|Computers--Personal Computers|Library And Information Sciences--Computer Applications,31886,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31886
International Journal of Information and Network Security,IAES Institute of Advanced Engineering and Science,Yogyakarta,,2089-3299,,Scholarly Journals,English,Computers--Computer Security,1686341,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1686341
"International Journal of Information, Business and Management",Educational Research Multimedia & Publications,Chung-Li,2076-9202,2218-046X,,Scholarly Journals,English,Business And Economics,2032142,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032142
International Journal of Intelligent Computing and Cybernetics,Emerald Group Publishing Limited,Bingley,1756-378X,1756-3798,,Scholarly Journals,English,Computers--Artificial Intelligence|Computers--Cybernetics,52453,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=52453
International Journal of Intelligent Information Technologies,IGI Global,Hershey,1548-3657,1548-3665,,Scholarly Journals,English,Computers--Artificial Intelligence,27797,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=27797
International Journal of Intelligent Mechatronics and Robotics,IGI Global,Hershey,2156-1664,2156-1656,,Scholarly Journals,English,Computers--Robotics,2029130,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029130
International Journal of Intelligent Systems,"Wiley Subscription Services, Inc.",New York,0884-8173,1098-111X,,Scholarly Journals,English,Computers|Computers--Artificial Intelligence,1026350,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1026350
International Journal of Intelligent Systems and Applications,Modern Education and Computer Science Press,Hong Kong,2074-904X,2074-9058,,Scholarly Journals,English,Computers--Computer Systems,2026672,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2026672
International Journal of Intelligent Unmanned Systems,Emerald Group Publishing Limited,Bingley,2049-6427,2049-6435,,Scholarly Journals,English,Aeronautics And Space Flight,2030895,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2030895
International Journal of Interactive Communication Systems and Technologies,IGI Global,Hershey,2155-4218,2155-4226,,Scholarly Journals,English,Computers,2029128,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029128
International Journal of Internet Marketing and Advertising,Inderscience Enterprises Ltd.,Olney,1477-5212,1741-8100,,Scholarly Journals,English,Business And Economics--Marketing And Purchasing|Computers,29712,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=29712
International Journal of Internet and Enterprise Management,Inderscience Enterprises Ltd.,Olney,1476-1300,1741-5330,,Scholarly Journals,English,Computers,29714,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=29714
International Journal of Knowledge - Based Organizations,IGI Global,Hershey,2155-6393,2155-6407,,Scholarly Journals,English,Business And Economics--Computer Applications,2029117,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029117
International Journal of Knowledge Management,IGI Global,Hershey,1548-0666,1548-0658,,Scholarly Journals,English,Business And Economics--Management|Computers--Information Science And Information Theory,27716,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=27716
International Journal of Knowledge-Based and Intelligent Engineering Systems,IOS Press BV,Amsterdam,1327-2314,1875-8827,,Scholarly Journals,English,Computers--Artificial Intelligence,2046395,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2046395
International Journal of Logistics,Taylor & Francis LLC,Abingdon,1367-5567,1469-848X,,Scholarly Journals,English,Business And Economics,53151,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=53151
International Journal of Machine Learning and Applications,AOSIS (Pty) Ltd,Cape Town,2306-5974,2220-2196,,Scholarly Journals,English,Computers,1796353,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1796353
International Journal of Mathematical Combinatorics,Science Seeking - distributor,Gallup,1937-1055,1937-1047,,Scholarly Journals,English,Mathematics,51283,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=51283
International Journal of Mathematics and Mathematical Sciences,Hindawi Limited,New York,0161-1712,1687-0425,,Scholarly Journals,English,Mathematics|Physics,237262,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237262
"International Journal of Mathematics, Game Theory, and Algebra","Nova Science Publishers, Inc.",Hauppauge,1099-1859,,,Scholarly Journals,English,Mathematics,2034863,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034863
The International Journal of Medical Robotics and Computer Assisted Surgery,"Wiley Subscription Services, Inc.",Hamilton,1478-5951,1478-596X,,Scholarly Journals,English,"Medical Sciences--Experimental Medicine, Laboratory Technique|Medical Sciences--Surgery",1026349,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1026349
"International Journal of Modelling, Identification and Control",Inderscience Enterprises Ltd.,Geneva,1746-6172,1746-6180,,Scholarly Journals,English,Computers--Automation,2047650,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2047650
International Journal of Modern Education and Computer Science,Modern Education and Computer Science Press,Hong Kong,2075-0161,2075-017X,,Scholarly Journals,English,Computers|Education,2026674,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2026674
"International Journal of Nano Device, Sensor and Systems",IAES Institute of Advanced Engineering and Science,Yogyakarta,,2089-4848,,Scholarly Journals,English,Computers,1686337,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1686337
International Journal of Network Management,"Wiley Subscription Services, Inc.",Chichester,1055-7148,1099-1190,,Scholarly Journals,English,Computers--Computer Networks,2034908,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034908
International Journal of Non-Linear Mechanics,Elsevier BV,New York,0020-7462,1878-5638,,Scholarly Journals,English,Engineering--Engineering Mechanics And Materials|Mathematics,2045461,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2045461
International Journal of Nonlinear Sciences and Numerical Simulation,Walter de Gruyter GmbH,Berlin,1565-1339,2191-0294,,Scholarly Journals,English,Mathematics,2030118,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2030118
International Journal of Numerical Methods and Applications,Pushpa Publishing House,Allahabad,0975-0452,,,Scholarly Journals,English,Mathematics,1816347,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1816347
International Journal of Numerical Modelling,"Wiley Subscription Services, Inc.",Bognor Regis,0894-3370,1099-1204,,Scholarly Journals,English,Computers--Computer Networks|Computers--Electronic Data Processing|Engineering--Computer Applications|Mathematics,1026348,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1026348
International Journal of Online Marketing,IGI Global,Hershe,2156-1753,2156-1745,,Scholarly Journals,English,Business And Economics--Marketing And Purchasing|Computers--Internet,2029126,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029126
International Journal of Online Pedagogy and Course Design,IGI Global,Hershey,2155-6873,2155-6881,,Scholarly Journals,English,Computers--Internet|Education,2029143,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029143
International Journal of Parallel Programming,Springer Nature B.V.,New York,0885-7458,1573-7640,,Scholarly Journals,English,Computers,48389,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=48389
"International Journal of Parallel, Emergent and Distributed Systems",Taylor & Francis Ltd.,Abingdon,1744-5760,1744-5779,,Scholarly Journals,English,Computers--Computer Programming,176139,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=176139
International Journal of Pervasive Computing and Communications,Emerald Group Publishing Limited,Bingley,1742-7371,1742-738X,,Scholarly Journals,English,Communications|Computers,1006422,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1006422
International Journal of Project Management,Elsevier Science Ltd.,Kidlington,0263-7863,1873-4634,,Scholarly Journals,English,Business And Economics--Computer Applications|Business And Economics--Management,32311,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32311
International Journal of Pure and Applied Sciences and Technology,International Journal of Pure and Applied Sciences and Technology,Kokrajhar,,2229-6107,,Scholarly Journals,English,Sciences: Comprehensive Works|Technology: Comprehensive Works,1056338,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1056338
International Journal of RF and Microwave Computer - Aided Engineering,"Wiley Subscription Services, Inc.",Hoboken,1096-4290,1099-047X,,Scholarly Journals,English,Computers--Computer Graphics|Engineering--Computer Applications|Engineering--Electrical Engineering,1026345,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1026345
International Journal of Reconfigurable Computing,Hindawi Limited,New York,1687-7195,1687-7209,,Scholarly Journals,English,Computers--Computer Engineering,426320,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=426320
International Journal of Reconfigurable and Embedded Systems,IAES Institute of Advanced Engineering and Science,Yogyakarta,,2089-4864,,Scholarly Journals,English,Computers--Computer Systems,1686338,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1686338
International Journal of Reliable and Quality E - Healthcare,IGI Global,Hershey,2160-9551,2160-956X,,Scholarly Journals,English,Health Facilities And Administration--Computer Applications,2029040,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029040
International Journal of Research and Reviews in Computer Science,Kohat University of Science and Technology (KUST),Kohat,,2079-2557,,Scholarly Journals,English,Computers,276284,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=276284
International Journal of Robotics & Automation,ACTA Press,Calgary,0826-8185,1925-7090,,Scholarly Journals,English,Computers--Automation|Computers--Robotics,42907,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=42907
